,Unnamed: 0,id,object_name,chain,object_type,address,number,street,Url,Url_With_Coordinates
10,169,24875,шоколад,True,кафе,"город москва, проспект вернадского, дом 11/19",50,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 11/19",https://maps.google.com/maps/api/staticmap?center=55.6888621%2C37.5290425&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=p14L82A5wOT-bZ0T3WusrtZwPqA
11,170,143755,тирольские пироги,True,кулинария,"город москва, проспект вернадского, дом 13",10,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 13",https://maps.google.com/maps/api/staticmap?center=55.6875702%2C37.5274585&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=oVNOGER1hiZYmH-Qmn1fEOPcJD4
12,172,23763,столовая «оп мгу кп мгу столовая 12»,False,столовая,"город москва, проспект вернадского, дом 37",240,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 37",https://maps.google.com/maps/api/staticmap?center=55.677133%2C37.5092391&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=_oYdbF4jbahsGAJCL5hrzQz3L0k
13,173,19716,буфет,False,буфет,"город москва, проспект вернадского, дом 86, строение 1",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86, строение 1",https://maps.google.com/maps/api/staticmap?center=55.6594988%2C37.4810656&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Uxwinu5i66HYvx_Arb44_PMDims
14,174,69990,панорама 93,False,ресторан,"город москва, проспект вернадского, дом 93",60,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 93",https://maps.google.com/maps/api/staticmap?center=55.6676387%2C37.4993894&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=N5Xc_gE0Gt22kru2Vb5PzQk5pdE
15,175,20147,кафе «пекарня «мюнгер»»,False,кафе,"город москва, проспект вернадского, дом 97, корпус 1",30,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 97, корпус 1",https://maps.google.com/maps/api/staticmap?center=55.666384%2C37.4897318&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=RTObMAAdBRDUkwbcSAQd8Fhbk-Q
16,176,19989,гудбар,False,кафе,"город москва, проспект вернадского, дом 97, корпус 1",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 97, корпус 1",https://maps.google.com/maps/api/staticmap?center=55.666384%2C37.4897318&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=RTObMAAdBRDUkwbcSAQd8Fhbk-Q
17,177,19761,бар «фитнес-бар»,False,бар,"город москва, проспект вернадского, дом 103, корпус 1",24,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 103, корпус 1",https://maps.google.com/maps/api/staticmap?center=55.6642899%2C37.4929095&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Tr5RxXy6Va1_P0elAyr7BKUofpA
18,178,19700,кафе «театр на юго-западе»,False,кафе,"город москва, проспект вернадского, дом 125",20,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 125",https://maps.google.com/maps/api/staticmap?center=55.6554192%2C37.4811297&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=4OCnwmjYnTxgjkKk7RHgO29MGEE
19,295,22943,шёлковый путь,False,ресторан,"город москва, кутузовский проспект, дом 71",90,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 71",https://maps.google.com/maps/api/staticmap?center=55.7236336%2C37.4516198&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=jwOhrDAZBHODZFGH8PbeAV7bjAY
20,525,69895,кристиан,False,ресторан,"город москва, кутузовский проспект, дом 2/1, корпус 1а",96,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, корпус 1а",https://maps.google.com/maps/api/staticmap?center=55.7496485%2C37.5620832&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=1thxP83kt81hIfQAGDm2Q5EyROk
21,526,20418,диорама бар,False,бар,"город москва, кутузовский проспект, дом 2/1, корпус 1а",3,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, корпус 1а",https://maps.google.com/maps/api/staticmap?center=55.7496485%2C37.5620832&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=1thxP83kt81hIfQAGDm2Q5EyROk
22,527,27025,клубный ресторан,False,ресторан,"город москва, кутузовский проспект, дом 2/1, корпус 1а",12,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, корпус 1а",https://maps.google.com/maps/api/staticmap?center=55.7496485%2C37.5620832&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=1thxP83kt81hIfQAGDm2Q5EyROk
23,528,26346,pinocchio,False,ресторан,"город москва, кутузовский проспект, дом 4/2",100,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 4/2",https://maps.google.com/maps/api/staticmap?center=55.7506607%2C37.5623514&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=DuFIoSR2OCC_3qRS-ZBhScTpeRM
24,529,143564,"кафе-бутик posh up, babe",False,кафе,"город москва, кутузовский проспект, дом 8",12,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 8",https://maps.google.com/maps/api/staticmap?center=55.7492004%2C37.5605344&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=JXwvPgae6aeB6k7lmBrHFgwt1qs
25,530,69884,кофемания,True,кафе,"город москва, кутузовский проспект, дом 17",60,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 17",https://maps.google.com/maps/api/staticmap?center=55.74695%2C37.556875&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=tJSYCuzq4BNmUvCvpZy_h3rEwNg
26,531,23984,пион,False,кафе,"город москва, кутузовский проспект, дом 21",40,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 21",https://maps.google.com/maps/api/staticmap?center=55.7449482%2C37.549787&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=F9L217t2kx6cJuQkNi87TanE16o
